"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV20"
"USW00014765","PROVIDENCE, RI US","2008-01-21","3.8"," 1039"," 1042","0.0","0.0","0.0",,"-3.3","-10.0",,"  270","  270","0.0","8.0","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-01-22","4.1"," 1052"," 1108","1.3","0.0","0.0",,"4.4","-8.9",,"  210","  220","0.0","12.5","14.8","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-01-23","3.8"," 1454"," 0541","0.0","0.0","0.0",,"3.9","-3.3",,"  270","  310","0.0","7.2","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-01-24","2.2"," 2057"," 2310","0.0","0.0","0.0",,"0.6","-7.8",,"  360","  360","0.0","9.4","11.2","    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-01-25","4.5"," 1318"," 1200","0.0","0.0","0.0",,"0.0","-8.9",,"  280","  310","0.0","8.9","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-01-26","2.3"," 1047"," 0416","0.0","0.0","0.0",,"0.6","-5.6",,"   20","  260","0.0","4.5","5.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-01-27","6.9"," 2016"," 2015","0.3","5.0","0.0",,"0.6","-4.4",,"   20","   10","0.0","14.8","17.9","    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-01-28","6.6"," 0329"," 0421","0.0","0.0","0.0",,"6.7","-5.0",,"  360","  360","0.0","13.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-01-29","2.2"," 0759"," 1902","0.0","0.0","0.0",,"7.2","-4.4",,"  270","  190","0.0","4.5","5.4","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-01-30","5.6"," 1502"," 1455","4.1","0.0","0.0",,"9.4","-1.1",,"  260","  250","0.0","14.3","20.1","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-01-31","2.4"," 1119"," 0913","0.0","0.0","0.0",,"3.3","-4.4",,"  330","  290","0.0","6.3","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-01","4.4"," 2305"," 2305","31.0","0.0","0.0",,"11.7","-4.4",,"  200","  200","0.0","13.0","16.5","    1",,"    1","    1",,,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-02","5.2"," 0238"," 0237","0.0","0.0","0.0",,"9.4","0.6",,"  270","  270","0.0","13.4","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-03","2.5"," 1250"," 1312","0.0","0.0","0.0",,"8.9","-1.1",,"  270","  270","0.0","6.3","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-04","0.9"," 0016"," 0012","0.0","0.0","0.0",,"3.9","-2.2",,"  330","  330","0.0","3.6","4.5","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-05","2.7"," 0650"," 0650","5.1","0.0","0.0",,"11.1","2.8",,"  180","  170","0.0","7.6","9.8","    1","    1",,"    1",,,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-06","2.4"," 1426"," 1426","7.6","0.0","0.0",,"8.9","3.3",,"   10","   10","0.0","8.0","8.9","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-07","4.6"," 0418"," 0418","6.6","3.0","0.0",,"3.3","-0.6",,"   10","   10","0.0","8.9","10.3","    1",,,"    1",,,,,,,,,"    1",,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-08","2.7"," 1559"," 1446","0.8","3.0","0.0",,"1.1","-1.7",,"  360","  350","0.0","4.5","5.8","    1",,,,,"    1",,,,,,"    1","    1",,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-09","2.2"," 1413"," 1352","3.0","13.0","0.0",,"3.3","-5.6",,"  170","  160","0.0","6.3","7.2","    1",,,"    1",,,,,,,,"    1","    1",,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-10","6.3"," 2045"," 2113","2.3","0.0","0.0",,"8.3","-8.9",,"  300","  300","0.0","14.3","19.2","    1","    1",,,,,,"    1",,,,,,,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-11","8.3"," 0413"," 0412","0.0","0.0","0.0",,"-2.8","-11.7",,"  280","  270","0.0","14.8","19.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-12","2.3"," 0909"," 0109","5.3","56.0","0.0",,"-1.1","-11.1",,"  280","  290","0.0","5.4","6.7","    1",,,"    1",,,,,,,,"    1",,,,,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-13","5.2"," 1146"," 1145","69.6","0.0","25.0",,"12.2","-3.3",,"  200","  200","0.0","13.0","17.0","    1",,,"    1",,"    1",,,,,,,"    1",,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-14","5.4"," 1040"," 0851","0.0","0.0","0.0",,"5.0","-2.2",,"  330","  360","0.0","10.3","13.0",,,,"    1",,,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-15","5.5"," 1110"," 1109","0.0","0.0","0.0",,"9.4","-3.3",,"  240","  240","0.0","11.6","14.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-16","3.6"," 0445"," 0118","0.0","0.0","0.0",,"0.6","-6.1",,"  320","  300","0.0","8.0","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-17","4.3"," 2358"," 2353","2.3","0.0","0.0",,"8.3","-7.8",,"  180","  180","0.0","11.2","13.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-18","9.3"," 0945"," 1018","14.7","0.0","0.0",,"16.7","5.0",,"  210","  210","0.0","19.2","22.8","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-19","6.0"," 1242"," 1107","0.0","0.0","0.0",,"7.2","-2.2",,"  240","  230","0.0","13.0","16.5",,,,,,,,,,,,,,,,,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-20","4.5"," 2356"," 2355","0.0","0.0","0.0",,"0.6","-5.6",,"  290","  280","0.0","9.4","13.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-21","3.8"," 1509"," 1302","0.0","0.0","0.0",,"0.6","-7.2",,"  270","  310","0.0","7.6","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-22","3.6"," 2355"," 2354","13.2","81.0","0.0",,"0.6","-5.0",,"   10","   10","0.0","7.2","8.9","    1","    1",,"    1",,"    1",,,,,,,,,"    1","    1","    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-23","2.6"," 2355"," 2354","0.0","0.0","51.0",,"1.1","-3.3",,"   10","   10","0.0","7.2","8.9",,,,,,,,,,,,,,,,,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-24","3.0"," 1654"," 1700","0.0","0.0","51.0",,"3.9","-5.6",,"  260","  260","0.0","5.8","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-25","2.5"," 1545"," 1448","0.0","0.0","0.0",,"8.3","-6.1",,"  260","  250","0.0","5.8","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-26","2.3"," 2033"," 2025","17.0","0.0","0.0",,"7.2","-2.8",,"  130","  130","0.0","9.4","11.2","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-27","4.5"," 2057"," 2120","0.0","0.0","0.0",,"5.6","-4.4",,"  310","  290","0.0","8.0","10.3","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-02-28","5.4"," 1839"," 1901","0.0","0.0","0.0",,"-1.1","-8.9",,"  300","  310","0.0","8.9","10.3",,,,,,,,,,,,,,,,,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-02-29","3.1"," 2352"," 1641","0.3","3.0","0.0",,"-2.2","-11.1",,"  310","  160","0.0","6.7","7.6","    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-03-01","4.7"," 2225"," 2014","11.4","30.0","25.0",,"5.6","-2.8",,"  280","  280","0.0","9.4","12.5","    1",,,"    1","    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-03-02","5.5"," 1227"," 1115","0.0","0.0","0.0",,"6.1","-2.8",,"  320","  300","0.0","10.3","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-03","4.6"," 1420"," 1418","0.0","0.0","0.0",,"10.0","-5.0",,"  210","  210","0.0","10.3","12.5",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-04","6.1"," 0128"," 0507","10.7","0.0","0.0",,"16.1","6.1",,"  230","  220","0.0","12.5","14.8","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-05","7.2"," 0703"," 0655","8.1","0.0","0.0",,"16.1","3.3",,"  200","  180","0.0","17.0","21.5","    1",,"    1",,"    1",,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-06","3.0"," 1431"," 1452","0.0","0.0","0.0",,"8.3","-1.7",,"  170","  170","0.0","7.6","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-07","3.0"," 1559"," 1558","12.2","0.0","0.0",,"11.1","-2.2",,"   80","   80","0.0","7.2","8.0","    1",,,,"    1",,"    1","    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-08","6.2"," 1830"," 2109","71.1","0.0","0.0",,"16.7","4.4",,"  200","  230","0.0","16.5","21.5","    1","    1",,,"    1",,,"    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-09","8.3"," 0029"," 0028","0.0","0.0","0.0",,"8.3","-1.7",,"  240","  250","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-10","4.3"," 1621"," 1624","0.0","0.0","0.0",,"5.0","-4.4",,"  310","  280","0.0","8.0","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-11","3.2"," 1735"," 1317","0.0","0.0","0.0",,"7.2","-2.8",,"  220","  260","0.0","6.7","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-12","4.3"," 1231"," 1230","4.3","0.0","0.0",,"8.3","0.0",,"  290","  270","0.0","13.9","20.1","    1",,,,"    1",,,,,,"    1","    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-13","3.8"," 1543"," 1554","0.0","0.0","0.0",,"5.0","-1.1",,"  160","  180","0.0","8.0","9.8",,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-03-14","2.0"," 2347"," 2242","0.0","0.0","0.0",,"11.7","0.0",,"   40","   80","0.0","5.4","6.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-15","6.0"," 1236"," 1245","11.2","0.0","0.0",,"5.6","2.2",,"   30","   30","0.0","10.7","13.9","    1",,"    1","    1","    1",,,,,,,,"    1",,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-03-16","4.3"," 2201"," 2200","0.0","0.0","0.0",,"7.8","2.2",,"  360","   10","0.0","10.7","13.4",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-17","6.5"," 0509"," 0504","0.0","0.0","0.0",,"8.3","-1.1",,"  360","  360","0.0","13.0","15.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-18","2.9"," 1700"," 1601","0.0","0.0","0.0",,"6.7","-2.8",,"  180","  170","0.0","5.4","6.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-19","3.8"," 1118"," 1100","16.8","0.0","0.0",,"9.4","1.7",,"  150","  140","0.0","8.0","10.3","    1",,"    1","    1","    1",,,,,,,,"    1",,"    1",,"    1",,,,
"USW00014765","PROVIDENCE, RI US","2008-03-20","7.1"," 2040"," 2040","8.6","0.0","0.0",,"13.3","1.7",,"  290","  300","0.0","13.0","16.5","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-21","9.3"," 1304"," 1231","0.0","0.0","0.0",,"5.6","-0.6",,"  290","  300","0.0","14.3","19.2",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-22","4.8"," 1257"," 1342","0.0","0.0","0.0",,"9.4","-1.7",,"  270","  300","0.0","9.4","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-23","3.3"," 1627"," 1530","0.0","0.0","0.0",,"8.3","-2.2",,"  270","  270","0.0","6.7","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-24","2.1"," 1322"," 1321","0.0","0.0","0.0",,"10.0","-4.4",,"  320","  310","0.0","6.3","7.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-25","5.5"," 2155"," 2356","0.0","0.0","0.0",,"5.6","-1.1",,"  200","  210","0.0","9.4","10.7",,,,,"    1",,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-26","5.8"," 1031"," 1031","0.0","0.0","0.0",,"15.6","1.7",,"  260","  270","0.0","13.0","16.1",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-27","2.5"," 1546"," 1125","0.0","0.0","0.0",,"10.6","-1.1",,"  240","  250","0.0","6.7","9.4",,,,,"    1",,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-28","4.2"," 0656"," 0655","4.1","0.0","0.0",,"6.1","1.1",,"   60","   50","0.0","7.6","9.4","    1",,,,"    1",,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-29","5.8"," 1237"," 1235","0.0","0.0","0.0",,"6.1","-1.7",,"  330","  320","0.0","10.3","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-30","3.0"," 2355"," 0007","0.0","0.0","0.0",,"7.8","-4.4",,"   10","   10","0.0","8.9","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-03-31","4.7"," 2259"," 2259","5.8","0.0","0.0",,"12.2","-3.9",,"  230","  230","0.0","9.4","11.6","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-01","8.5"," 1241"," 1240","5.3","0.0","0.0",,"15.6","11.7",,"  230","  230","0.0","15.6","19.2","    1",,,,"    1",,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-02","7.3"," 0432"," 0431","0.0","0.0","0.0",,"13.9","1.1",,"  310","  300","0.0","13.0","17.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-03","4.4"," 1420"," 1414","0.0","0.0","0.0",,"11.1","-1.1",,"  240","  230","0.0","9.4","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-04","2.8"," 1038"," 1037","27.9","0.0","0.0",,"9.4","2.8",,"  100","  100","0.0","8.9","11.2","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-05","2.7"," 1528"," 1555","2.0","0.0","0.0",,"12.8","6.7",,"   10","   10","0.0","7.6","8.9","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-06","6.5"," 1925"," 2215","0.0","0.0","0.0",,"6.7","3.9",,"   50","   60","0.0","10.7","13.9","    1",,,,"    1",,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-07","6.8"," 1101"," 0007","0.0","0.0","0.0",,"9.4","2.8",,"   40","   60","0.0","10.3","12.5",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-08","4.2"," 1546"," 0815","0.0","0.0","0.0",,"14.4","1.1",,"   60","   30","0.0","6.3","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-09","2.9"," 1527"," 1722","0.0","0.0","0.0",,"10.6","0.6",,"  160","  160","0.0","6.7","7.6","    1","    1",,,,,,,"    1",,,"    1","    1",,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-10","4.0"," 1444"," 1557","1.5","0.0","0.0",,"23.3","7.8",,"  310","  280","0.0","9.4","10.7","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-11","2.7"," 1934"," 1926","0.5","0.0","0.0",,"11.7","6.1",,"  170","  170","0.0","6.7","8.0","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-12","4.0"," 1528"," 1527","7.6","0.0","0.0",,"22.2","8.3",,"  210","  210","0.0","9.4","11.6","    1","    1","    1",,"    1",,,,"    1",,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-13","4.5"," 1713"," 1833","0.0","0.0","0.0",,"12.8","3.9",,"  360","  360","0.0","8.9","9.8",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-14","3.6"," 0915"," 1000","0.0","0.0","0.0",,"12.8","1.7",,"   10","  350","0.0","7.2","10.3",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-15","3.6"," 1543"," 1542","0.0","0.0","0.0",,"15.6","2.8",,"  160","  160","0.0","9.8","11.6",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-16","2.7"," 1345"," 1345","0.0","0.0","0.0",,"17.8","0.0",,"  160","  160","0.0","9.4","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-17","3.5"," 1624"," 1623","0.0","0.0","0.0",,"21.7","1.1",,"   50","   60","0.0","8.0","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-18","2.6"," 1401"," 1401","0.0","0.0","0.0",,"25.6","6.1",,"  160","  160","0.0","7.6","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-19","2.2"," 1624"," 1522","0.0","0.0","0.0",,"23.9","7.8",,"  180","  180","0.0","6.7","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-20","3.4"," 1524"," 1551","0.0","0.0","0.0",,"18.9","6.1",,"  150","  120","0.0","6.7","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-21","3.1"," 1335"," 1409","0.0","0.0","0.0",,"20.0","7.2",,"  160","  150","0.0","6.3","7.2",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-22","2.7"," 1435"," 1434","0.0","0.0","0.0",,"20.6","6.1",,"  160","  160","0.0","7.2","8.9",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-23","3.9"," 1412"," 2050","0.0","0.0","0.0",,"27.8","6.7",,"  190","  230","0.0","8.9","9.8","    1",,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-24","4.8"," 0708"," 1014","0.3","0.0","0.0",,"24.4","13.3",,"   10","   10","0.0","10.7","13.4","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-25","3.5"," 1703"," 1351","0.0","0.0","0.0",,"20.6","7.2",,"  130","  160","0.0","8.0","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-26","3.6"," 0952"," 0950","0.0","0.0","0.0",,"17.2","6.1",,"   80","   90","0.0","7.2","9.8",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-27","1.6"," 1937"," 1621","0.0","0.0","0.0",,"11.1","6.7",,"   80","  110","0.0","4.0","5.4",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-28","4.5"," 2316"," 2315","37.1","0.0","0.0",,"14.4","7.2",,"  180","  180","0.0","8.9","10.7","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-29","4.1"," 1445"," 1354","20.6","0.0","0.0",,"15.0","6.1",,"  300","  310","0.0","10.7","13.9","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-04-30","4.1"," 1710"," 1217","0.0","0.0","0.0",,"13.3","3.3",,"  290","  280","0.0","8.0","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-01","3.3"," 1434"," 1703","0.0","0.0","0.0",,"15.6","1.1",,"  150","  240","0.0","9.8","11.2",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-02","3.0"," 1441"," 1405","4.1","0.0","0.0",,"10.6","8.3",,"  110","  100","0.0","5.8","6.7","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-03","3.5"," 1355"," 1354","4.3","0.0","0.0",,"8.9","7.2",,"   70","   60","0.0","6.7","7.6","    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-04","3.4"," 1713"," 1712","5.3","0.0","0.0",,"15.0","7.2",,"   10","   10","0.0","7.2","8.9","    1",,,,"    1",,,,"    1",,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-05","2.9"," 1402"," 1529","0.0","0.0","0.0",,"19.4","4.4",,"  190","  160","0.0","7.2","8.0","    1","    1",,,,,,,"    1",,,"    1",,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-06","2.4"," 1733"," 1733","0.0","0.0","0.0",,"23.3","6.1",,"  160","  160","0.0","8.0","9.4",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-07","4.4"," 1315"," 1117","0.0","0.0","0.0",,"23.3","13.3",,"  160","  310","0.0","8.9","10.7",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-08","4.2"," 1615"," 1614","2.8","0.0","0.0",,"23.9","12.8",,"  270","  270","0.0","7.6","9.8","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-09","4.7"," 2338"," 2257","11.4","0.0","0.0",,"15.0","8.3",,"   20","   30","0.0","9.8","11.6","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-10","5.7"," 1017"," 0853","0.0","0.0","0.0",,"19.4","7.2",,"   30","   40","0.0","9.8","12.5",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-11","3.7"," 1555"," 0920","0.0","0.0","0.0",,"18.3","5.0",,"  150","   30","0.0","8.0","9.8",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-12","7.9"," 1413"," 1316","0.0","0.0","0.0",,"10.0","7.2",,"   40","   30","0.0","13.0","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-13","7.1"," 1056"," 0937","0.0","0.0","0.0",,"20.0","8.3",,"   30","   50","0.0","16.1","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-14","2.8"," 1457"," 1501","0.0","0.0","0.0",,"22.8","5.6",,"  180","  190","0.0","7.2","8.0",,,,,,,,,,,,,,,,,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-15","1.7"," 1633"," 1617","0.0","0.0","0.0",,"18.3","8.9",,"  160","  160","0.0","5.8","6.7",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-16","3.5"," 2200"," 2200","6.9","0.0","0.0",,"15.6","8.9",,"   40","   30","0.0","7.6","8.9","    1",,,,"    1",,"    1","    1",,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-17","5.1"," 1650"," 1455","7.6","0.0","0.0",,"23.9","9.4",,"  260","  290","0.0","10.3","13.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-18","4.6"," 1527"," 1450","0.3","0.0","0.0",,"21.7","12.2",,"  210","  210","0.0","9.8","11.2",,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-19","5.5"," 1506"," 1506","0.0","0.0","0.0",,"16.1","9.4",,"  270","  240","0.0","13.4","16.5","    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-20","3.9"," 1058"," 1057","6.1","0.0","0.0",,"17.2","7.2",,"  220","  220","0.0","10.3","13.0","    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-21","4.2"," 1500"," 1707","0.0","0.0","0.0",,"20.6","8.9",,"  220","  220","0.0","10.3","11.6","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-22","3.5"," 1739"," 1652","0.0","0.0","0.0",,"15.6","8.9",,"  270","  300","0.0","7.2","8.9",,,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00014765","PROVIDENCE, RI US","2008-05-23","5.3"," 1727"," 1713","0.0","0.0","0.0",,"22.8","7.2",,"  310","  310","0.0","10.3","13.0",,,,,,,,,,,,,,,,,,,,,
